Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,T,10,INE440A01010,Other Textile Products,610.25
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B,10,INE156C01018,Other Textile Products,136.73
514302,Vippy Spinpro Ltd.,VIPPYSP,VIPPY SPINPRO LTD.,Active,X,10,INE660D01017,Other Textile Products,104.49
514312,Jaihind Synthetics Ltd.,JAIHINDS,JAIHIND SYNTHETICS LTD.,Active,XT,10,INE156E01014,Other Textile Products,23.04
514316,Raghuvir Synthetics Ltd.,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Active,X,1,INE969C01022,Other Textile Products,491.74
514318,Jattashankar Industries Limited,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Active,P,10,INE722N01014,Other Textile Products,43.43
514322,Kamadgiri Fashion Limited,KAMADGIRI,KAMADGIRI FASHION LTD.-$,Active,XT,10,INE535C01013,Other Textile Products,57.52
514324,Omnitex Industries (India) Ltd.,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,Active,XT,10,INE814D01010,Other Textile Products,107.2
514326,Patspin India Ltd.,PATSPINLTD,PATSPIN INDIA LTD.,Active,X,10,INE790C01014,Other Textile Products,39.58
514330,ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL,One Global Service Provider Ltd,Active,XT,10,INE670O01013,Healthcare Service Provider,112.93
514348,Winsome Yarns Ltd.,WINSOME,WINSOME YARNS LTD.,Active,Z,10,INE784B01035,Other Textile Products,26.73
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,Active,T,1,INE309M01020,Plastic Products - Industrial,638.93
514358,EVERLON FINANCIALS LIMITED,EVERFIN,Everlon Financials Ltd,Active,XT,10,INE339D01034,Non Banking Financial Company (NBFC),87.27
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL,K&R Rail Engineering Ltd,Active,B,10,INE078T01026,Civil Construction,918.46
514378,Yarn Syndicate Ltd.,YARNSYN,YARN SYNDICATE LTD.,Active,XT,10,INE564C01013,Trading & Distributors,89.31
514386,Gujarat Cotex Ltd,GUJCOTEX,GUJARAT COTEX LTD.,Active,XT,5,INE004C01028,Other Textile Products,16.81
514400,Garware Synthetics Ltd.,GARWSYN,GARWARE SYNTHETICS LTD.,Active,XT,10,INE340D01016,Trading & Distributors,16.95
514402,ECO HOTELS AND RESORTS LIMITED,ECOHOTELS,Eco Hotels And Resorts Ltd,Active,X,10,INE638N01012,Hotels & Resorts,184.65
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,Active,T,10,INE370D01013,Commodity Chemicals,471.69
514428,Hindustan Adhesives Ltd.,HINDADH,HINDUSTAN ADHESIVES LTD.,Active,X,10,INE074C01013,Plastic Products - Industrial,207.21
514440,Blue Pearl Agriventures Limited,BPAGRI,Blue Pearl Agriventures Ltd,Active,XT,10,INE439N01023,Commodity Chemicals,2.66
514442,Sri KPR Industries Ltd,SRIKPRIND,SRI KPR INDUSTRIES LTD.,Active,X,10,INE009C01019,Plastic Products - Industrial,68.96
514446,LS Industries Limited,LSIND,LS INDUSTRIES LTD.,Active,XT,1,INE345D01031,Trading - Minerals,6005.39
514448,Jyoti Resins & Adhesives Ltd,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Active,B,10,INE577D01013,Specialty Chemicals,1803.66
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU,MAHALAXMI RUBTECH LTD.,Active,B,10,INE112D01035,Other Textile Products,165.89
